num_moves,num_scalings,cost
0,0,4.5
2,1,6.0
2,0,6.0
0,0,6.0
1,0,6.0
1,0,6.0
2,0,6.0
1,0,6.0
1,0,6.0
2,0,6.0
1,0,6.0
1,0,6.0
2,0,6.0
1,0,6.0
1,0,6.0
2,0,6.0
1,0,6.0
1,0,6.0
2,0,6.0
1,0,6.0
1,0,6.0
2,0,6.0
1,0,6.0
1,0,6.0
2,0,6.0
1,0,6.0
1,0,6.0
2,0,6.0
1,0,6.0
1,0,6.0
2,0,6.0
1,0,6.0
1,0,6.0
