Model Name, File Name, File Size (bytes), Inference Time (ms), E2E Delay (ms), Processing Time (s)
yolov5n.pt,videos/17.jpg,14140,584.5,13312.841611000,12.925584077835083
yolov5n.pt,videos/18.jpg,8091,486.5,13300.353455000,12.906069040298462
yolov5n.pt,videos/19.jpg,9571,500.9,12804.896238000,12.47354793548584
yolov5n.pt,videos/1.jpg,11834,397.8,13655.804278000,13.177862882614136
yolov5n.pt,videos/29.jpg,12402,388.5,15753.952097000,15.329096794128418
yolov5n.pt,videos/2.jpg,12883,405.6,12823.363737000,12.486513376235962
yolov5n.pt,videos/30.jpg,18119,396.7,12613.971779000,12.320799350738525
yolov5n.pt,videos/3.jpg,10567,400.9,12813.299724000,12.4166898727417
yolov5n.pt,videos/4.jpg,12030,314.4,12899.665019000,12.534605264663696
yolov5n.pt,videos/5.jpg,14688,389.6,13089.860512000,12.695259809494019
yolov5n.pt,videos/6.jpg,13453,474.8,13338.837837000,12.908150911331177
yolov5n.pt,videos/7.jpg,15812,387.7,12524.077973000,12.274974346160889
yolov5n.pt,videos/cars2.jpg,223654,384.6,12741.295973000,12.23084282875061
yolov5n.pt,videos/cars.jpg,238211,389.1,13781.424732000,13.298884391784668
yolov5n.pt,videos/Electric-Vehicle.jpg,84546,385.7,14046.345663000,13.596136093139648
yolov5n.pt,videos/hd-bird.jpg,266489,383.1,13152.774775000,12.652377843856812
yolov5n.pt,videos/hd-car.jpg,282293,301.2,14733.593975000,14.241578340530396
yolov5n.pt,videos/hd-image.jpg,14667,304.5,12794.380658000,12.589666604995728
yolov5n.pt,videos/Pigeon_Flock.jpg,508967,401.9,13233.325644000,12.878364086151123
yolov5n.pt,videos/10.jpg,9192,400.1,14014.107911000,13.558676958084106
yolov5n.pt,videos/12.jpg,11641,479.0,14311.196507000,14.019713640213013
yolov5n.pt,videos/13.jpg,9674,502.3,15319.378427000,14.911148309707642
yolov5n.pt,videos/17.jpg,14140,612.0,13185.699768000,12.81422734260559
yolov5n.pt,videos/18.jpg,8091,586.2,14508.730090000,14.108539342880249
yolov5n.pt,videos/19.jpg,9571,979.4,14328.728927000,13.9791738986969
yolov5n.pt,videos/1.jpg,11834,590.6,13494.890156000,13.07340383529663
yolov5n.pt,videos/29.jpg,12402,485.2,13254.364799000,13.044924020767212
yolov5n.pt,videos/2.jpg,12883,678.8,13775.284363000,13.403868436813354
yolov5n.pt,videos/30.jpg,18119,504.2,13450.293627000,13.133894920349121
yolov5n.pt,videos/3.jpg,10567,318.8,13256.414652000,12.798406839370728
yolov5n.pt,videos/4.jpg,12030,508.7,13456.538637000,13.213820695877075
yolov5n.pt,videos/5.jpg,14688,490.7,13420.064167000,13.13247561454773
yolov5n.pt,videos/6.jpg,13453,586.8,13843.246977000,13.317164659500122
yolov5n.pt,videos/7.jpg,15812,483.0,13310.677917000,12.886443853378296
yolov5n.pt,videos/cars2.jpg,223654,497.3,13370.500136000,12.96452808380127
yolov5n.pt,videos/cars.jpg,238211,569.3,14068.449995000,13.426051139831543
yolov5n.pt,videos/Electric-Vehicle.jpg,84546,502.0,13479.603851000,13.021084308624268
yolov5n.pt,videos/hd-bird.jpg,266489,383.8,13887.439116000,13.34289002418518
yolov5n.pt,videos/hd-car.jpg,282293,481.4,13686.426735000,13.173356533050537
yolov5n.pt,videos/hd-image.jpg,14667,498.2,13370.737291000,13.077680587768555
yolov5n.pt,videos/Pigeon_Flock.jpg,508967,578.4,13901.486909000,13.425814151763916
yolov5n.pt,videos/10.jpg,9192,604.1,13533.460200000,13.206697225570679
yolov5n.pt,videos/12.jpg,11641,592.7,13346.948042000,13.11327075958252
yolov5n.pt,videos/13.jpg,9674,503.5,13283.679550000,12.815218925476074
yolov5n.pt,videos/17.jpg,14140,582.6,13592.225417000,13.329104661941528
yolov5n.pt,videos/18.jpg,8091,505.7,13278.145636000,12.931435823440552
yolov5n.pt,videos/19.jpg,9571,789.5,13491.831418000,13.030184984207153
yolov5n.pt,videos/1.jpg,11834,500.6,13588.958162000,13.26297640800476
yolov5n.pt,videos/29.jpg,12402,497.5,13601.754061000,13.179803371429443
yolov5n.pt,videos/2.jpg,12883,602.6,13934.279651000,13.650076150894165
yolov5n.pt,videos/30.jpg,18119,498.4,13303.791042000,12.94446587562561
yolov5n.pt,videos/3.jpg,10567,496.1,13560.731166000,13.2139310836792
yolov5n.pt,videos/4.jpg,12030,490.4,13505.276541000,13.145499467849731
yolov5n.pt,videos/5.jpg,14688,412.0,13454.952463000,13.038055181503296
yolov5n.pt,videos/6.jpg,13453,597.4,13572.691068000,13.085611581802368
yolov5n.pt,videos/7.jpg,15812,498.6,13711.445202000,13.2102530002594
yolov5n.pt,videos/cars2.jpg,223654,414.4,13352.998983000,12.996248483657837
yolov5n.pt,videos/cars.jpg,238211,601.8,13853.814331000,13.4402334690094
yolov5n.pt,videos/Electric-Vehicle.jpg,84546,590.8,13793.171219000,13.410086393356323
yolov5n.pt,videos/hd-bird.jpg,266489,404.4,13599.519474000,13.081928014755249
yolov5n.pt,videos/hd-car.jpg,282293,483.8,13940.964100000,13.420195817947388
yolov5n.pt,videos/hd-image.jpg,14667,497.0,13005.821735000,12.752562761306763
yolov5n.pt,videos/Pigeon_Flock.jpg,508967,572.0,13734.481191000,13.241062879562378
yolov5n.pt,videos/10.jpg,9192,501.9,13848.786274000,13.43253469467163
yolov5n.pt,videos/12.jpg,11641,593.2,13304.996675000,12.966422080993652
yolov5n.pt,videos/13.jpg,9674,580.6,13192.028971000,12.848162174224854
yolov5n.pt,videos/17.jpg,14140,502.4,14050.006929000,13.564194679260254
yolov5n.pt,videos/18.jpg,8091,395.8,12622.173169000,12.302809238433838
yolov5n.pt,videos/19.jpg,9571,497.3,13393.521833000,12.70632028579712
yolov5n.pt,videos/1.jpg,11834,499.1,12878.111977000,12.5938560962677
yolov5n.pt,videos/29.jpg,12402,418.7,13045.120743000,12.822638511657715
yolov5n.pt,videos/2.jpg,12883,596.6,13430.705470000,12.980373859405518
yolov5n.pt,videos/30.jpg,18119,517.9,13655.130528000,13.02333688735962
yolov5n.pt,videos/3.jpg,10567,497.6,13535.358150000,13.157878875732422
yolov5n.pt,videos/4.jpg,12030,490.7,13416.331218000,13.05429482460022
yolov5n.pt,videos/5.jpg,14688,494.1,13281.041673000,13.017350912094116
yolov5n.pt,videos/6.jpg,13453,600.0,13647.838006000,13.32934021949768
yolov5n.pt,videos/7.jpg,15812,591.5,13309.703417000,12.904483318328857
yolov5n.pt,videos/cars2.jpg,223654,409.1,13937.376830000,13.461785793304443
yolov5n.pt,videos/cars.jpg,238211,473.7,13595.909464000,13.11524510383606
yolov5n.pt,videos/Electric-Vehicle.jpg,84546,489.0,17627.886775000,13.231693983078003
yolov5n.pt,videos/hd-bird.jpg,266489,386.1,13564.755900000,12.998881578445435
yolov5n.pt,videos/hd-car.jpg,282293,578.8,14191.927858000,13.746654748916626
yolov5n.pt,videos/hd-image.jpg,14667,487.2,13513.324258000,13.044184446334839
yolov5n.pt,videos/Pigeon_Flock.jpg,508967,582.4,13985.811197000,13.503180742263794
yolov5n.pt,videos/10.jpg,9192,596.3,13161.509327000,12.925678968429565
yolov5n.pt,videos/12.jpg,11641,601.8,13827.103147000,13.454225540161133
yolov5n.pt,videos/13.jpg,9674,501.7,13504.854724000,13.042615175247192
yolov5n.pt,videos/17.jpg,14140,591.7,13432.738243000,13.026564836502075
yolov5n.pt,videos/18.jpg,8091,413.2,13342.567024000,12.985933780670166
yolov5n.pt,videos/19.jpg,9571,699.9,13451.143573000,13.03881311416626
yolov5n.pt,videos/1.jpg,11834,602.6,13375.201403000,13.082200050354004
yolov5n.pt,videos/29.jpg,12402,509.6,13497.416800000,13.034937381744385
yolov5n.pt,videos/2.jpg,12883,676.5,13843.182353000,13.522201299667358
yolov5n.pt,videos/30.jpg,18119,599.5,13540.549100000,13.1824631690979
yolov5n.pt,videos/3.jpg,10567,480.7,13197.690504000,12.760597944259644
yolov5n.pt,videos/4.jpg,12030,495.7,13311.601990000,12.914208173751831
yolov5n.pt,videos/5.jpg,14688,581.9,13538.780059000,13.032029390335083
yolov5n.pt,videos/6.jpg,13453,510.7,13738.407515000,13.300479173660278
yolov5n.pt,videos/7.jpg,15812,495.8,13256.567502000,12.950366497039795
yolov5n.pt,videos/cars2.jpg,223654,489.4,13574.808530000,13.091649055480957
yolov5n.pt,videos/cars.jpg,238211,572.8,13686.164820000,13.29599118232727
yolov5n.pt,videos/Electric-Vehicle.jpg,84546,417.8,13555.107815000,13.21023416519165
yolov5n.pt,videos/hd-bird.jpg,266489,405.2,13767.604889000,13.35615062713623
yolov5n.pt,videos/hd-car.jpg,282293,490.3,13495.122855000,13.099122762680054
yolov5n.pt,videos/hd-image.jpg,14667,499.1,13622.464847000,13.186736345291138
yolov5n.pt,videos/Pigeon_Flock.jpg,508967,578.2,13518.549604000,13.180066585540771
yolov5n.pt,videos/10.jpg,9192,520.3,13500.242891000,13.154093503952026
yolov5n.pt,videos/12.jpg,11641,626.0,13246.780470000,12.97107195854187
yolov5n.pt,videos/13.jpg,9674,682.8,13296.193504000,13.017326354980469
yolov5n.pt,videos/17.jpg,14140,777.2,13379.300220000,12.985068559646606
yolov5n.pt,videos/18.jpg,8091,401.5,13126.795749000,12.818034172058105
yolov5n.pt,videos/19.jpg,9571,583.6,13694.923694000,13.372225999832153
yolov5n.pt,videos/1.jpg,11834,395.5,12687.481058000,12.282716274261475
yolov5n.pt,videos/29.jpg,12402,308.0,12717.658105000,12.307801485061646
yolov5n.pt,videos/2.jpg,12883,403.6,12926.622363000,12.565630435943604
yolov5n.pt,videos/30.jpg,18119,402.2,13160.457088000,12.878026962280273
yolov5n.pt,videos/3.jpg,10567,385.8,14506.066602000,13.979279041290283
yolov5n.pt,videos/4.jpg,12030,304.9,13504.154292000,13.062563180923462
yolov5n.pt,videos/5.jpg,14688,385.3,13067.090195000,12.785553455352783
yolov5n.pt,videos/6.jpg,13453,411.2,13544.237646000,13.20049786567688
yolov5n.pt,videos/7.jpg,15812,479.6,13053.356837000,12.737283945083618
yolov5n.pt,videos/cars2.jpg,223654,476.6,14851.441556000,14.4932222366333
yolov5n.pt,videos/cars.jpg,238211,487.1,14336.935923000,13.9275484085083
yolov5n.pt,videos/Electric-Vehicle.jpg,84546,384.3,13102.094486000,12.71610689163208
yolov5n.pt,videos/hd-bird.jpg,266489,310.6,13089.295586000,12.591437578201294
yolov5n.pt,videos/hd-car.jpg,282293,367.5,13856.384976000,13.206520557403564
yolov5n.pt,videos/hd-image.jpg,14667,389.9,14590.695713000,14.280019283294678
yolov5n.pt,videos/Pigeon_Flock.jpg,508967,392.8,13422.191361000,13.048717975616455
yolov5n.pt,videos/10.jpg,9192,490.5,13401.816987000,12.950120449066162
yolov5n.pt,videos/12.jpg,11641,398.3,12899.511109000,12.43604564666748
yolov5n.pt,videos/13.jpg,9674,323.5,12861.453496000,12.540385723114014
yolov5n.pt,videos/17.jpg,14140,500.1,13534.331913000,13.146790981292725
yolov5n.pt,videos/18.jpg,8091,498.9,13562.511509000,13.234550476074219
yolov5n.pt,videos/19.jpg,9571,592.9,13358.128237000,13.05778956413269
yolov5n.pt,videos/1.jpg,11834,505.1,12923.402834000,12.506968975067139
yolov5n.pt,videos/29.jpg,12402,585.0,13142.923323000,12.792625427246094
yolov5n.pt,videos/2.jpg,12883,683.0,13730.706613000,13.442874908447266
yolov5n.pt,videos/30.jpg,18119,508.0,13575.428431000,13.1109139919281
yolov5n.pt,videos/3.jpg,10567,509.9,13383.365541000,13.019442319869995
yolov5n.pt,videos/4.jpg,12030,414.0,13104.728951000,12.764942646026611
yolov5n.pt,videos/5.jpg,14688,500.8,13304.802470000,13.127248287200928
yolov5n.pt,videos/6.jpg,13453,579.5,13112.717043000,12.838671207427979
yolov5n.pt,videos/7.jpg,15812,499.4,13263.762038000,12.911407470703125
yolov5n.pt,videos/cars2.jpg,223654,496.8,13290.700908000,12.94067645072937
yolov5n.pt,videos/cars.jpg,238211,517.3,13556.023248000,13.07992172241211
yolov5n.pt,videos/Electric-Vehicle.jpg,84546,491.9,13471.315854000,13.10431694984436
yolov5n.pt,videos/hd-bird.jpg,266489,417.4,13663.930957000,13.310615301132202
yolov5n.pt,videos/hd-car.jpg,282293,562.2,13941.424130000,13.462880611419678
yolov5n.pt,videos/hd-image.jpg,14667,581.8,13583.564502000,13.312283992767334
yolov5n.pt,videos/Pigeon_Flock.jpg,508967,588.7,13654.107353000,13.320784568786621
