Model Name, File Name,File Size (bytes),Inference Time (ms),E2E Delay (ms)
yolov5s.pt,videos/3.mp4,2112761,540.4,721965.877147000
yolov5s.pt,videos/4.jpg,12030,439.3,7115.630595000
yolov5s.pt,videos/5.jpg,14688,550.6,7267.282124000
yolov5s.pt,videos/6.jpg,13453,475.3,7277.123866000
yolov5s.pt,videos/7.jpg,15812,403.1,7355.739673000
yolov5s.pt,videos/7.mp4,1055736,385.9,63110.768737000
yolov5s.pt,videos/8.jpg,11449,417.5,7344.971819000
yolov5s.pt,videos/8.mp4,2107842,390.1,152380.680304000
yolov5s.pt,videos/9.jpg,13286,507.3,7385.752060000
yolov5s.pt,videos/9.mkv,5247430,390.9,312516.000530000
yolov5m.pt,videos/10.jpg,9192,1170.5,9055.965743000
yolov5m.pt,videos/12.jpg,11641,1153.8,8934.647404000
yolov5m.pt,videos/13.jpg,9674,1013.4,8807.983179000
yolov5m.pt,videos/14.jpg,9705,1003.8,8801.792797000
yolov5m.pt,videos/15.jpg,9728,1005.2,8804.566505000
yolov5m.pt,videos/15.mp4,5253880,920.1,713736.194256000
yolov5m.pt,videos/16.jpeg,66521,770.0,8386.127406000
yolov5m.pt,videos/17.jpg,14140,1466.0,9419.063782000
yolov5m.pt,videos/17.mp4,1055736,882.3,129433.234410000
yolov5m.pt,videos/18.jpg,8091,1096.5,8809.322502000
yolov5m.pt,videos/19.jpg,9571,1424.0,9407.297851000
yolov5m.pt,videos/1.jpg,11834,1036.0,8697.854489000
yolov5m.pt,videos/1.mp4,5485935,884.2,294414.462188000
yolov5m.pt,videos/27.jpg,10115,1257.6,10024.472916000
yolov5m.pt,videos/28.jpg,12148,1120.8,9207.325502000
yolov5m.pt,videos/29.jpg,12402,920.7,8803.270308000
yolov5m.pt,videos/29.mp4,5253880,877.7,681416.848348000
yolov5m.pt,videos/2.jpg,12883,1162.9,9168.717995000
yolov5m.pt,videos/30.jpg,18119,1035.5,8769.521822000
yolov5m.pt,videos/32.mp4,2112761,1187.5,1551428.153534000
yolov5m.pt,videos/3.jpg,10567,811.4,8573.172444000
yolov5m.pt,videos/3.mp4,2112761,1185.3,1547931.528505000
yolov5m.pt,videos/4.jpg,12030,900.1,8459.597948000
yolov5m.pt,videos/5.jpg,14688,1136.0,8916.665006000
yolov5m.pt,videos/6.jpg,13453,1070.0,8586.391105000
yolov5m.pt,videos/7.jpg,15812,1005.3,8908.669865000
yolov5m.pt,videos/7.mp4,1055736,873.7,127513.367730000
yolov5m.pt,videos/8.jpg,11449,1253.8,8961.934132000
yolov5m.pt,videos/8.mp4,2107842,879.0,314393.041409000
yolov5m.pt,videos/9.jpg,13286,1017.0,8790.165513000
yolov5m.pt,videos/9.mkv,5247430,885.3,663175.647008000
yolov5l.pt,videos/10.jpg,9192,2009.1,11637.510943000
yolov5l.pt,videos/12.jpg,11641,2269.6,11676.347133000
yolov5l.pt,videos/13.jpg,9674,1957.2,11053.275874000
yolov5l.pt,videos/14.jpg,9705,1920.1,11053.994911000
yolov5l.pt,videos/15.jpg,9728,2301.3,11469.084752000
yolov5l.pt,videos/15.mp4,5253880,1691.1,1281983.910730000
yolov5l.pt,videos/16.jpeg,66521,1506.3,12049.200079000
yolov5l.pt,videos/17.jpg,14140,2697.7,11875.984262000
yolov5l.pt,videos/17.mp4,1055736,1673.6,234697.208552000
yolov5l.pt,videos/18.jpg,8091,2194.0,11473.957285000
yolov5l.pt,videos/19.jpg,9571,3195.6,12483.426532000
yolov5l.pt,videos/1.jpg,11834,1939.5,11259.204597000
yolov5l.pt,videos/1.mp4,5485935,1696.2,542936.103745000
yolov5l.pt,videos/27.jpg,10115,2002.3,11042.706193000
yolov5l.pt,videos/28.jpg,12148,2158.7,11263.034131000
yolov5l.pt,videos/29.jpg,12402,2096.4,11256.446048000
yolov5l.pt,videos/29.mp4,5253880,1725.9,1308513.537547000
yolov5l.pt,videos/2.jpg,12883,2028.8,11227.645334000
yolov5l.pt,videos/30.jpg,18119,2310.1,11667.181180000
yolov5l.pt,videos/32.mp4,2112761,2336.3,3026599.568029000
yolov5l.pt,videos/3.jpg,10567,1804.1,11422.357820000
yolov5l.pt,videos/3.mp4,2112761,2337.5,3031432.527148000
yolov5l.pt,videos/4.jpg,12030,1528.7,10898.637337000
yolov5l.pt,videos/5.jpg,14688,1914.0,11361.961332000
yolov5l.pt,videos/6.jpg,13453,2135.9,11357.775341000
yolov5l.pt,videos/7.jpg,15812,1689.5,10858.523712000
yolov5l.pt,videos/7.mp4,1055736,1687.0,236723.476698000
yolov5l.pt,videos/8.jpg,11449,1822.3,11078.109519000
