Model Name, File Name, File Size (bytes), Inference Time (ms), E2E Delay (ms), Processing Time (s)
yolov5n.pt,videos/3.jpg,10567,182.6,6651.403237000,6.246119737625122
yolov5n.pt,videos/4.jpg,12030,175.7,6423.290014000,6.115954875946045
yolov5n.pt,videos/5.jpg,14688,181.7,6437.127338000,6.057839632034302
yolov5n.pt,videos/6.jpg,13453,190.9,6972.793025000,6.405827760696411
yolov5n.pt,videos/7.jpg,15812,185.2,6532.997823000,6.1354265213012695
yolov5n.pt,videos/cars2.jpg,223654,141.2,6598.239887000,6.252553701400757
yolov5n.pt,videos/cars.jpg,238211,146.0,6723.636214000,6.245204448699951
yolov5n.pt,videos/Electric-Vehicle.jpg,84546,129.3,6742.527608000,6.183624029159546
yolov5n.pt,videos/hd-bird.jpg,266489,111.8,6812.477246000,6.326322555541992
yolov5n.pt,videos/hd-car.jpg,282293,102.5,6740.716908000,6.212892293930054
yolov5n.pt,videos/hd-image.jpg,14667,184.9,6541.769202000,6.24962306022644
yolov5n.pt,videos/Pigeon_Flock.jpg,508967,172.5,6696.931149000,6.311732769012451
yolov5n.pt,videos/10.jpg,9192,195.4,6894.020576000,6.499531507492065
yolov5n.pt,videos/12.jpg,11641,250.0,6505.971949000,6.2811877727508545
yolov5n.pt,videos/13.jpg,9674,141.0,6434.344392000,6.1683173179626465
yolov5n.pt,videos/17.jpg,14140,266.3,6473.087432000,6.13949179649353
yolov5n.pt,videos/18.jpg,8091,258.8,6641.005954000,6.139188766479492
yolov5n.pt,videos/19.jpg,9571,278.6,6899.370458000,6.558317422866821
yolov5n.pt,videos/1.jpg,11834,190.0,6794.500393000,6.285021781921387
yolov5n.pt,videos/29.jpg,12402,135.2,6537.750801000,6.164503812789917
yolov5n.pt,videos/2.jpg,12883,199.0,6672.503594000,6.415567398071289
yolov5n.pt,videos/30.jpg,18119,136.1,6642.866659000,6.155139446258545
yolov5n.pt,videos/3.jpg,10567,178.3,6488.414158000,6.195188760757446
yolov5n.pt,videos/4.jpg,12030,178.0,6396.072853000,6.108985900878906
yolov5n.pt,videos/5.jpg,14688,206.0,6687.593334000,6.288890838623047
yolov5n.pt,videos/6.jpg,13453,191.9,6620.243334000,6.119913101196289
yolov5n.pt,videos/7.jpg,15812,134.4,6528.646053000,6.165168046951294
yolov5n.pt,videos/cars2.jpg,223654,183.9,6568.008150000,6.199108600616455
yolov5n.pt,videos/cars.jpg,238211,181.0,6867.437966000,6.3087053298950195
yolov5n.pt,videos/Electric-Vehicle.jpg,84546,180.1,6658.782177000,6.185710191726685
yolov5n.pt,videos/hd-bird.jpg,266489,162.5,6823.101225000,6.277332782745361
yolov5n.pt,videos/hd-car.jpg,282293,155.9,7336.585741000,6.569930553436279
yolov5n.pt,videos/hd-image.jpg,14667,136.1,6565.134797000,6.232504367828369
yolov5n.pt,videos/Pigeon_Flock.jpg,508967,185.6,6773.620029000,6.333159446716309
yolov5n.pt,videos/10.jpg,9192,199.4,6545.646195000,6.102260112762451
yolov5n.pt,videos/12.jpg,11641,190.1,6445.934735000,6.124186277389526
yolov5n.pt,videos/13.jpg,9674,194.5,6551.277958000,6.118079900741577
yolov5n.pt,videos/17.jpg,14140,268.4,6594.073227000,6.17078971862793
yolov5n.pt,videos/18.jpg,8091,283.0,7114.230677000,6.847813129425049
yolov5n.pt,videos/19.jpg,9571,225.5,6644.061259000,6.289572715759277
yolov5n.pt,videos/1.jpg,11834,137.0,6893.494021000,6.401541709899902
yolov5n.pt,videos/29.jpg,12402,186.0,6679.156177000,6.340883016586304
yolov5n.pt,videos/2.jpg,12883,256.8,6437.062963000,6.119399547576904
yolov5n.pt,videos/30.jpg,18119,191.9,6661.134608000,6.332599639892578
yolov5n.pt,videos/3.jpg,10567,200.8,6929.576002000,6.364295959472656
yolov5n.pt,videos/4.jpg,12030,192.2,6558.390985000,6.2235167026519775
yolov5n.pt,videos/5.jpg,14688,182.2,6502.056515000,6.114773988723755
yolov5n.pt,videos/6.jpg,13453,195.1,6685.342589000,6.239052772521973
yolov5n.pt,videos/7.jpg,15812,186.2,6451.900032000,6.152127742767334
yolov5n.pt,videos/cars2.jpg,223654,178.7,6715.046910000,6.357885360717773
yolov5n.pt,videos/cars.jpg,238211,175.0,6730.569939000,6.309746980667114
yolov5n.pt,videos/Electric-Vehicle.jpg,84546,184.5,6718.167750000,6.285059213638306
yolov5n.pt,videos/hd-bird.jpg,266489,116.6,6700.388051000,6.222883462905884
yolov5n.pt,videos/hd-car.jpg,282293,172.5,6728.888623000,6.295311212539673
yolov5n.pt,videos/hd-image.jpg,14667,131.9,6476.658907000,6.15450119972229
yolov5n.pt,videos/Pigeon_Flock.jpg,508967,185.1,6659.288996000,6.229930639266968
yolov5n.pt,videos/10.jpg,9192,202.9,6811.891978000,6.14210319519043
yolov5n.pt,videos/12.jpg,11641,201.7,6603.212272000,6.181406259536743
yolov5n.pt,videos/13.jpg,9674,217.4,6553.586739000,6.203518390655518
yolov5n.pt,videos/17.jpg,14140,214.7,6619.545667000,6.346334934234619
yolov5n.pt,videos/18.jpg,8091,197.4,6443.412441000,6.117983102798462
yolov5n.pt,videos/19.jpg,9571,268.9,6464.194827000,6.242933750152588
yolov5n.pt,videos/1.jpg,11834,190.8,6668.523492000,6.275170087814331
yolov5n.pt,videos/29.jpg,12402,198.2,6723.499099000,6.334898233413696
yolov5n.pt,videos/2.jpg,12883,195.2,6787.562130000,6.337464094161987
yolov5n.pt,videos/30.jpg,18119,195.4,6644.213259000,6.243367910385132
yolov5n.pt,videos/3.jpg,10567,175.1,6214.381427000,6.014693260192871
yolov5n.pt,videos/4.jpg,12030,126.4,6358.771363000,6.040654420852661
yolov5n.pt,videos/5.jpg,14688,271.2,8476.621697000,8.167601346969604
yolov5n.pt,videos/6.jpg,13453,225.8,6753.049956000,6.430530071258545
yolov5n.pt,videos/7.jpg,15812,189.5,6533.195739000,6.138556718826294
yolov5n.pt,videos/cars2.jpg,223654,179.6,6766.550988000,6.2060630321502686
yolov5n.pt,videos/cars.jpg,238211,180.7,6774.225580000,6.238322019577026
yolov5n.pt,videos/Electric-Vehicle.jpg,84546,180.3,6521.933369000,6.170658588409424
yolov5n.pt,videos/hd-bird.jpg,266489,155.6,6818.890758000,6.3573174476623535
yolov5n.pt,videos/hd-car.jpg,282293,157.4,6961.386482000,6.402219533920288
yolov5n.pt,videos/hd-image.jpg,14667,183.1,34320.368668000,6.4396374225616455
yolov5n.pt,videos/Pigeon_Flock.jpg,508967,177.3,6817.171295000,6.356879711151123
yolov5n.pt,videos/10.jpg,9192,194.6,6474.899582000,6.115930557250977
yolov5n.pt,videos/12.jpg,11641,265.0,6520.633295000,6.202762603759766
yolov5n.pt,videos/13.jpg,9674,190.7,6384.588901000,6.105127334594727
yolov5n.pt,videos/17.jpg,14140,226.1,6608.369948000,6.3422629833221436
yolov5n.pt,videos/18.jpg,8091,200.9,6595.742485000,6.261644601821899
yolov5n.pt,videos/19.jpg,9571,289.3,6528.289495000,6.202347278594971
yolov5n.pt,videos/1.jpg,11834,188.6,6437.671800000,6.107674837112427
yolov5n.pt,videos/29.jpg,12402,185.6,6472.974827000,6.1095356941223145
yolov5n.pt,videos/2.jpg,12883,199.7,6648.186798000,6.33794379234314
yolov5n.pt,videos/30.jpg,18119,195.9,6606.900737000,6.158473253250122
yolov5n.pt,videos/3.jpg,10567,182.7,6477.802721000,6.090268135070801
yolov5n.pt,videos/4.jpg,12030,175.0,6796.887310000,6.371262550354004
yolov5n.pt,videos/5.jpg,14688,190.7,6563.913726000,6.1788318157196045
yolov5n.pt,videos/6.jpg,13453,191.2,6719.210393000,6.3858935832977295
yolov5n.pt,videos/7.jpg,15812,182.7,6538.332006000,6.144095182418823
yolov5n.pt,videos/cars2.jpg,223654,137.1,6609.301893000,6.210282802581787
yolov5n.pt,videos/cars.jpg,238211,183.4,6717.601911000,6.307895660400391
yolov5n.pt,videos/Electric-Vehicle.jpg,84546,178.9,6631.352849000,6.236335039138794
yolov5n.pt,videos/hd-bird.jpg,266489,174.6,6787.308336000,6.242244005203247
yolov5n.pt,videos/hd-car.jpg,282293,108.8,6966.712933000,6.356349945068359
yolov5n.pt,videos/hd-image.jpg,14667,188.3,6645.178115000,6.262000322341919
yolov5n.pt,videos/Pigeon_Flock.jpg,508967,132.1,6895.344534000,6.446094274520874
yolov5n.pt,videos/10.jpg,9192,190.6,6617.227958000,6.267386436462402
yolov5n.pt,videos/12.jpg,11641,203.2,6589.175392000,6.166191339492798
yolov5n.pt,videos/13.jpg,9674,143.4,6447.419732000,6.181623935699463
yolov5n.pt,videos/17.jpg,14140,353.2,6719.378838000,6.397133827209473
yolov5n.pt,videos/18.jpg,8091,203.4,6666.684046000,6.316831827163696
yolov5n.pt,videos/19.jpg,9571,224.2,6563.692345000,6.212959289550781
yolov5n.pt,videos/1.jpg,11834,195.8,6697.881234000,6.350191116333008
yolov5n.pt,videos/29.jpg,12402,182.5,6498.649276000,6.144927501678467
yolov5n.pt,videos/2.jpg,12883,202.3,42321.166157000,6.224364519119263
yolov5n.pt,videos/30.jpg,18119,186.7,6421.369148000,6.080827951431274
yolov5n.pt,videos/3.jpg,10567,178.5,6353.037518000,6.039100646972656
yolov5n.pt,videos/4.jpg,12030,178.8,6636.188443000,6.227784156799316
yolov5n.pt,videos/5.jpg,14688,187.3,6665.973103000,6.353907585144043
yolov5n.pt,videos/6.jpg,13453,190.7,6616.721026000,6.227058410644531
yolov5n.pt,videos/7.jpg,15812,191.3,6599.838020000,6.238165855407715
yolov5n.pt,videos/cars2.jpg,223654,138.9,6484.294596000,6.215508937835693
yolov5n.pt,videos/cars.jpg,238211,184.2,7172.059056000,6.60673975944519
yolov5n.pt,videos/Electric-Vehicle.jpg,84546,177.4,6824.219136000,6.28216290473938
yolov5n.pt,videos/hd-bird.jpg,266489,157.4,6805.387623000,6.315901041030884
yolov5n.pt,videos/hd-car.jpg,282293,157.8,7285.194302000,6.722246408462524
yolov5n.pt,videos/hd-image.jpg,14667,187.1,6560.804547000,6.217845916748047
yolov5n.pt,videos/Pigeon_Flock.jpg,508967,187.7,7119.047938000,6.762850284576416
