Time,model,File Name,Propagation Delay (s),processing_delay (ms),E2E Delay (s),location,core,model_acc,ram
1716484855,yolov5m,6.jpg,0.199942112,2396.988869,2.629333496,london,half,64.1,1000
1716484859,yolov5m,6.jpg,0.198402882,3187.488794,3.410462618,london,half,64.1,1000
1716484862,yolov5m,6.jpg,0.376394033,3081.427336,3.488129854,london,half,64.1,1000
1716484865,yolov5m,6.jpg,0.175528288,2769.081116,2.965973616,london,half,64.1,1000
1716484868,yolov5m,6.jpg,0.179133415,2503.082037,2.712728739,london,half,64.1,1000
1716484872,yolov5m,6.jpg,0.100650549,3588.109255,3.717088699,london,half,64.1,1000
1716484874,yolov5m,6.jpg,0.189529896,2569.880009,2.783185005,london,half,64.1,1000
1716484878,yolov5m,6.jpg,0.176447868,3089.948416,3.307230473,london,half,64.1,1000
1716484881,yolov5m,6.jpg,0.192090273,2563.486814,2.782376289,london,half,64.1,1000
1716484884,yolov5m,6.jpg,0.180302382,3106.623411,3.317952871,london,half,64.1,1000
1716484887,yolov5m,6.jpg,0.476956844,2476.518869,2.974342346,london,half,64.1,1000
1716484890,yolov5m,6.jpg,0.137981892,3003.439188,3.189840317,london,half,64.1,1000
