time,cid,model_name,file_name,propagation_delay (s),processing_delay (ms),e2e_delay (s),location,core
1719016486.7396193,0,yolov5s,6.jpg,0.4000108242034912,453.4761905670166,0.9121153354644775,europe-west2,1000
1719016487.8878365,1,yolov5m,6.jpg,0.6957244873046875,434.2958927154541,1.1472704410552979,europe-west2,2000
1719016488.43568,2,yolov5n,6.jpg,0.3251512050628662,174.73340034484863,0.5471580028533936,europe-west2,500
1719016490.1025567,0,yolov5s,6.jpg,0.5045769214630127,530.2824974060059,1.0900588035583496,europe-west2,1000
1719016491.05066,1,yolov5m,6.jpg,0.35384368896484375,571.3701248168945,0.9473464488983154,europe-west2,2000
1719016492.100966,2,yolov5n,6.jpg,0.5858399868011475,411.69095039367676,1.0496129989624023,europe-west2,500
1719016493.6153173,0,yolov5s,6.jpg,0.6256918907165527,337.5232219696045,1.0164480209350586,europe-west2,1000
1719016494.7355921,1,yolov5m,6.jpg,0.6861662864685059,413.4387969970703,1.119497299194336,europe-west2,2000
1719016495.3168228,2,yolov5n,6.jpg,0.33408617973327637,193.03369522094727,0.5803310871124268,europe-west2,500
1719016496.8686016,0,yolov5s,6.jpg,0.503453254699707,536.231279373169,1.097604513168335,europe-west2,1000
1719016498.0290258,1,yolov5m,6.jpg,0.5598177909851074,583.667516708374,1.159681797027588,europe-west2,2000
1719016499.0446613,2,yolov5n,6.jpg,0.32818031311035156,633.6097717285156,1.0147852897644043,europe-west2,500
1719016500.3907218,0,yolov5s,6.jpg,0.5896470546722412,352.89907455444336,1.0043854713439941,europe-west2,1000
1719016501.2345808,1,yolov5m,6.jpg,0.41350507736206055,408.8757038116455,0.8420805931091309,europe-west2,2000
1719016501.9625666,2,yolov5n,6.jpg,0.4748258590698242,196.20108604431152,0.7272686958312988,europe-west2,500
1719016503.5359988,0,yolov5s,6.jpg,0.576653242111206,551.7265796661377,1.1796398162841797,europe-west2,1000
1719016504.5706942,1,yolov5m,6.jpg,0.4544556140899658,560.1825714111328,1.033898115158081,europe-west2,2000
1719016505.5496335,2,yolov5n,6.jpg,0.5389316082000732,389.00017738342285,0.9782452583312988,europe-west2,500
1719016506.753413,0,yolov5s,6.jpg,0.38968515396118164,354.7379970550537,0.7962779998779297,europe-west2,1000
1719016507.846997,1,yolov5m,6.jpg,0.6641948223114014,408.3752632141113,1.092820167541504,europe-west2,2000
1719016508.5170386,2,yolov5n,6.jpg,0.4161863327026367,193.15123558044434,0.6692438125610352,europe-west2,500
1719016509.9340944,0,yolov5s,6.jpg,0.489795446395874,530.1244258880615,1.0698261260986328,europe-west2,1000
1719016510.9606297,1,yolov5m,6.jpg,0.44525980949401855,555.5155277252197,1.0256824493408203,europe-west2,2000
1719016511.819606,2,yolov5n,6.jpg,0.4019193649291992,404.1750431060791,0.8581380844116211,europe-west2,500
1719016513.2615733,0,yolov5s,6.jpg,0.5133495330810547,510.33759117126465,1.0739216804504395,europe-west2,1000
1719016514.0688384,1,yolov5m,6.jpg,0.36693811416625977,419.59452629089355,0.8059608936309814,europe-west2,2000
1719016514.6277323,2,yolov5n,6.jpg,0.3881871700286865,115.46826362609863,0.5581402778625488,europe-west2,500
1719016515.7784584,0,yolov5s,6.jpg,0.48656439781188965,334.08093452453613,0.8750925064086914,europe-west2,1000
1719016516.4463682,1,yolov5m,6.jpg,0.24146533012390137,406.8107604980469,0.6670701503753662,europe-west2,2000
1719016517.3315098,2,yolov5n,6.jpg,0.41349291801452637,420.90606689453125,0.8842933177947998,europe-west2,500
1719016518.6249406,0,yolov5s,6.jpg,0.4750640392303467,363.7247085571289,0.8913028240203857,europe-west2,1000
1719016519.8984573,1,yolov5m,6.jpg,0.7047286033630371,543.0238246917725,1.2718477249145508,europe-west2,2000
1719016520.5212708,2,yolov5n,6.jpg,0.382035493850708,183.53748321533203,0.6220130920410156,europe-west2,500
1719016521.8295941,0,yolov5s,6.jpg,0.4400506019592285,499.6039867401123,0.9919896125793457,europe-west2,1000
1719016522.7999494,1,yolov5m,6.jpg,0.5181944370269775,422.3146438598633,0.9695112705230713,europe-west2,2000
1719016523.472354,2,yolov5n,6.jpg,0.46111106872558594,155.5182933807373,0.6716699600219727,europe-west2,500
1719016524.7007272,0,yolov5s,6.jpg,0.5336544513702393,297.9004383087158,0.8778197765350342,europe-west2,1000
1719016526.0227935,1,yolov5m,6.jpg,0.7386476993560791,560.3675842285156,1.321357250213623,europe-west2,2000
1719016527.0037181,2,yolov5n,6.jpg,0.49807000160217285,431.3526153564453,0.9801864624023438,europe-west2,500
1719016528.3244264,0,yolov5s,6.jpg,0.34619569778442383,627.631425857544,1.019921064376831,europe-west2,1000
1719016529.1639423,1,yolov5m,6.jpg,0.36013364791870117,418.8113212585449,0.838623046875,europe-west2,2000
1719016529.7416081,2,yolov5n,6.jpg,0.43827104568481445,114.79306221008301,0.5767905712127686,europe-west2,500
1719016531.0459106,0,yolov5s,6.jpg,0.5764892101287842,364.0737533569336,0.9920749664306641,europe-west2,1000
1719016532.0506675,1,yolov5m,6.jpg,0.39395737648010254,551.0106086730957,1.0039646625518799,europe-west2,2000
1719016533.0839808,2,yolov5n,6.jpg,0.6033294200897217,406.1083793640137,1.0322659015655518,europe-west2,500
1719016534.5933914,0,yolov5s,6.jpg,0.6842849254608154,493.6175346374512,1.2000000476837158,europe-west2,1000
1719016535.6939905,1,yolov5m,6.jpg,0.6020591259002686,441.22767448425293,1.0994877815246582,europe-west2,2000
1719016536.3081424,2,yolov5n,6.jpg,0.43346643447875977,158.84757041931152,0.6132493019104004,europe-west2,500
1719016537.4043903,0,yolov5s,6.jpg,0.4425475597381592,289.4020080566406,0.7534308433532715,europe-west2,1000
1719016538.3872688,1,yolov5m,6.jpg,0.35976505279541016,567.7132606506348,0.9821658134460449,europe-west2,2000
1719016539.462525,2,yolov5n,6.jpg,0.6085419654846191,443.4049129486084,1.0744051933288574,europe-west2,500
1719016540.9377067,0,yolov5s,6.jpg,0.6380002498626709,514.5940780639648,1.1769025325775146,europe-west2,1000
1719016542.083116,1,yolov5m,6.jpg,0.6676695346832275,425.6737232208252,1.1443800926208496,europe-west2,2000
1719016542.6131666,2,yolov5n,6.jpg,0.34601688385009766,166.87679290771484,0.5292680263519287,europe-west2,500
