num_moves,num_scalings,cost
0,0,4.5
2,0,4.5
2,0,4.5
1,0,4.5
1,0,4.5
0,0,4.5
0,0,4.5
1,0,4.5
1,0,4.5
1,0,4.5
1,0,4.5
1,0,4.5
1,0,4.5
1,0,4.5
1,0,4.5
0,0,4.5
0,0,4.5
0,0,4.5
0,0,4.5
0,0,4.5
1,0,4.5
1,0,4.5
1,0,4.5
1,0,4.5
1,0,4.5
1,0,4.5
2,0,4.5
2,0,4.5
1,0,4.5
1,0,4.5
2,0,4.5
2,0,4.5
1,0,4.5
1,0,4.5
0,0,4.5
0,0,4.5
0,0,4.5
0,0,4.5
1,0,4.5
1,0,4.5
0,0,4.5
1,0,4.5
1,0,4.5
1,0,4.5
