num_moves,num_scalings,cost
0,0,1.5
0,0,1.5
0,0,1.5
0,0,1.5
0,0,1.5
0,0,1.5
0,0,1.5
0,0,1.5
0,0,1.5
0,0,1.5
0,0,1.5
